FDI,Property Time,Cost Procedures,Business Time,Business Procedure,Tribute Time,Government Spending,Exchange,Inflation,gdp_pc,Unemployment,Tax Burden,Diversity,Quality,Shadow Economy,Autocracy,Closed Anocracy,Democracy,Dem. Full,Dem. Interregnum,Dem. Interruption,Open Anocracy,Dem. Transition
1.28064578676022,182.0,112.6,34.0,8.0,270.0,15.1021200173216,35.1065423554549,-0.662826822466556,457.342074853242,4.593666666666667,77.6,5.0474596,0.98,36.21,0,1,0,0,0,0,0,0
0.284717939080865,182.0,82.1,18.0,6.0,270.0,16.6901098153908,33.7797172895073,2.49234918341701,516.750328470839,3.3,77.4,4.9236288,0.97,38.3,0,1,0,0,0,0,0,0
0.351169723487995,136.0,62.3,16.0,5.0,270.0,14.6700928446474,35.3853169801502,9.15980043749074,621.890271798117,4.593666666666667,77.5179,4.7826242,0.9,36.4,0,1,0,0,0,0,0,0
0.599468939611006,67.0,50.5,14.0,4.0,270.0,15.2196246158513,40.2959836735924,2.40550487042772,603.877545561486,4.593666666666667,80.6775,4.5101581,0.9,35.64,0,1,0,0,0,0,0,0
0.384492219825665,67.0,49.9,14.0,4.0,270.0,14.457528015174,49.0732385398039,3.77961872815705,627.270395707064,4.593666666666667,80.4,4.0189867,0.92,33.29,0,1,0,0,0,0,0,0
1.19074493368625,67.0,47.7,13.0,3.0,270.0,14.2866253805326,57.4972531038508,6.73800480732596,727.612474511645,4.593666666666667,80.5,4.6745944,0.95,32.06,0,1,0,0,0,0,0,0
2.62145990530181,67.0,46.8,13.0,3.0,270.0,14.2545817669135,61.2386079818398,5.82399948795916,733.97287958981,4.593666666666667,80.4,4.6120119,0.97,31.12,0,1,0,0,0,0,0,0
3.64766773141753,67.0,44.5,13.0,3.0,270.0,14.6555862871714,64.0358513024234,-2.12917117768745,762.303780103138,4.593666666666667,81.4,4.3818622,0.92,31.12,0,1,0,0,0,0,0,0
2.56255154786841,67.0,44.7,13.0,3.0,270.0,15.474778613438,58.8235624937426,-0.620386925840478,767.371344051512,6.481,83.0,3.7675087,0.88,30.53,0,1,0,0,0,0,0,0
0.689472335587341,270.82,17.85,20.65,9.0,422.0,5.17438311061483,26.8582341492431,4.5621363796936,469.116458369252,4.1292,77.2,4.6322732,0.78,36.5,0,0,0,0,0,0,1,0
1.17120896046669,270.82,17.85,20.65,9.0,422.0,5.18022516467283,34.396934864465,4.58636070641845,492.808648889577,4.25,84.1,4.6421151,0.78,34.95,0,0,0,0,0,0,1,0
0.635657187878018,270.82,17.85,20.65,9.0,422.0,5.44007855680545,38.1119244325921,5.87593581109938,503.538332188534,3.591,84.1,4.6803441,0.79,34.13,0,0,0,0,0,0,1,0
0.817754424203324,270.82,17.85,20.65,9.0,422.0,5.35945621469055,39.9423826531735,6.47126010502515,552.338934530705,4.1292,84.1,4.6558933,0.8,32.93,1,0,0,0,0,0,0,0
1.4497483960094,270.82,17.85,20.65,9.0,422.0,5.17827687820651,42.6209140325589,7.86096609394262,630.108979202923,4.1292,83.9931,4.7234402,0.82,31.32,1,0,0,0,0,0,0,0
0.879494644623361,270.82,17.85,20.65,9.0,422.0,5.09374516609514,40.092796223023,6.76435468091874,698.52094498398,5.0,72.7775,4.8244038,0.82,31.47,0,0,0,0,0,0,1,0
1.06893486111064,270.82,17.85,20.65,9.0,422.0,5.07532583559895,37.8028426708321,7.14466302810841,776.859576940281,3.379,72.8,4.7623401,0.83,30.78,0,0,0,0,0,0,1,0
0.983166188678784,270.82,17.85,20.65,9.0,422.0,5.0974466876342,47.4208498356898,7.85945085272492,856.381886818701,4.1292,72.7,4.8026147,0.84,28.79,0,0,0,0,0,0,1,0
1.18810221920636,270.82,17.85,20.65,9.0,422.0,5.03934251857421,48.1109227490467,8.16457367624635,876.818010441423,4.1292,72.8,4.8944931,0.85,28.97,0,0,0,0,0,0,1,0
1.73541762816674,270.82,18.9,21.8,9.0,422.0,5.11613164192944,46.2964027228174,7.17495343232414,973.773904318684,4.426,72.7,4.9444904,0.86,28.22,0,0,0,0,0,0,1,0
1.468713066347,270.82,16.8,19.5,9.0,422.0,5.33752075651661,44.5140801968096,5.66878852513904,1108.51495720707,4.1292,72.5,4.9510236,0.85,27.42,0,0,0,0,0,0,1,0
11.7462386509689,27.0,10.3,39.0,13.0,537.8,19.3619098932735,93.063897964183,5.58155742621396,3389.68743360274,12.037,81.1,1.9403439,0.91,30.58,0,0,1,0,0,0,0,0
