"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,
"Sri Lanka","524","Export Diversification Index","total_theil","Value","3.3513377","3.3889153","3.4285786","3.2893813","3.2386067","3.2369249","3.2507186","3.301182","3.3125849","3.3189394","3.3841257","3.3802528","3.2995315","3.2397559","3.1317179","3.1039884","3.1456063","3.1160336","3.2529171","3.2425807","3.1683419","3.1692331","3.24435","3.2205775",
"Venezuela, Republica Bolivariana de","299","Export Diversification Index","total_theil","Value","4.2288961","4.2715921","3.9304852","3.7321084","3.8980753","4.0560479","3.9954569","3.7500606","4.0314064","4.749239","4.5665541","4.597455","4.6256475","4.7481122","4.9315448","5.118475","5.168891","5.4596357","5.5906096","5.5601807","5.5750537","5.681313","5.8683786","5.9491687",
"Virgin Islands, British","371","Export Diversification Index","total_theil","Value","4.7506456","2.9205194","3.3269663","3.6029508","3.4635112","3.6896098","3.5015585","3.5400708","3.8292723","3.4405384","3.2160413","3.1584747","3.7684479","3.8036244","3.6586835","3.2394953","3.1859045","3.4138644","3.3691449","3.8838403","3.8259203","5.3968735","4.1150556","3.7178886",
"Bangladesh","513","Export Diversification Index","total_theil","Value","4.1200585","4.1428642","4.1817484","4.2253881","4.2468886","4.2315159","4.3678856","4.4504237","4.5068464","4.5367198","4.5618601","4.5729461","4.6201849","4.6322732","4.6421151","4.6803441","4.6558933","4.7234402","4.8244038","4.7623401","4.8026147","4.8944931","4.9444904","4.9510236",
"Tajikistan","923","Export Diversification Index","total_theil","Value","0","5.1102433","4.6548271","4.9684196","4.4257669","3.8949842","3.6654973","3.6548958","3.8649728","4.0073237","4.1125188","4.2346134","4.4542508","4.3064127","4.5502949","4.7242007","4.7437696","4.1958346","4.2490988","4.2875533","4.1848493","4.6448126","4.3443847","3.8113427",
"Spain","184","Export Diversification Index","total_theil","Value","1.6966729","1.7017657","1.6257025","1.6928967","1.7113584","1.6759028","1.6388351","1.6423111","1.6711376","1.6886578","1.6459306","1.6747769","1.708892","1.7409965","1.7026876","1.6760293","1.6985859","1.6455699","1.6885149","1.7415085","1.7269963","1.7296597","1.7425836","1.7434562",
"Estonia","939","Export Diversification Index","total_theil","Value","0","2.6860256","2.3067944","2.015631","1.8003327","1.9123311","1.9915252","1.9759851","2.0866725","2.6984401","2.2868009","2.1460738","2.1496713","1.9959279","2.0748756","1.9639137","1.7171658","1.7048382","1.7070009","2.3752131","2.5355515","2.5432794","2.3116386","2.4219024",
"Bermuda","319","Export Diversification Index","total_theil","Value","5.6805229","5.5241232","4.1191974","4.0851297","4.4670014","5.0305691","4.9494171","4.3318849","3.8679466","4.12221","4.4411373","3.8577478","5.4227452","4.5984092","5.4097729","4.8644333","4.5190978","5.6624537","4.608573","5.868546","5.4868417","4.4343648","5.0832925","4.060688",
"Bolivia","218","Export Diversification Index","total_theil","Value","3.4965119","3.2426472","3.0589178","3.0069265","2.9920511","2.9954717","2.9310956","2.8056867","2.8839304","2.9265985","3.1259341","3.3584046","3.4590406","3.4766321","3.6042159","3.782882","3.7937133","3.8784335","3.6003633","3.5970402","3.7839425","3.9271159","4.0177708","4.1444364",
"Cuba","928","Export Diversification Index","total_theil","Value","4.0497293","4.395329","4.0667472","4.1296611","4.1906891","4.6046104","4.5733528","4.2658162","3.7591996","3.9146595","4.0402813","3.9220054","3.593745","3.9505517","4.2641077","4.2986231","4.3718567","4.1337786","3.8317001","3.8308926","3.6021075","3.6099389","3.440583","3.6765664",
"Cayman Islands","377","Export Diversification Index","total_theil","Value","4.3078671","4.564147","4.1386752","4.3473339","3.3111238","4.3959599","4.228725","4.804852","5.3807783","5.5991464","5.2306137","5.448781","6.0055046","5.7456217","5.9059258","6.1879926","4.8220868","5.356781","4.9612164","6.0910439","6.1832638","5.5651236","5.3370504","5.8166537",
"Cyprus","423","Export Diversification Index","total_theil","Value","2.7145245","2.39622","2.4651024","2.3398476","2.6361606","2.6243098","1.939796","2.0478396","2.2184925","2.169966","2.1283569","2.34762","2.4481304","2.1166124","2.0348971","3.270442","2.1114738","2.0233459","1.9291432","2.1104028","2.0866234","2.0549848","2.1527445","2.1586485",
"Maldives","556","Export Diversification Index","total_theil","Value","4.5052562","4.405797","4.3813925","4.4121366","4.4675174","4.5787139","4.5458164","4.5732031","4.5567317","4.7656655","4.6493506","4.6994009","4.6364207","4.7221026","4.7585025","5.2310829","5.2096763","5.3679137","5.2617798","4.8797565","5.3515663","5.5059943","5.6100488","5.5400791",
"Mexico","273","Export Diversification Index","total_theil","Value","2.3515799","2.3245835","2.2835596","2.2605457","2.1630781","2.2422185","2.2769747","2.2473583","2.3095508","2.5032597","2.5045633","2.4828115","2.4729354","2.4326339","2.4210351","2.5185332","2.5013433","2.5077281","2.3910272","2.5002606","2.4948735","2.5115018","2.4703443","2.4309402",
"Panama","283","Export Diversification Index","total_theil","Value","3.1258175","2.9471221","2.764725","3.2259207","3.1922085","3.4151137","3.2078359","2.6451073","2.5574579","2.5278256","2.6809025","2.8130391","2.9086633","2.7630296","2.8289371","2.8967454","2.5539348","2.8099473","2.8831315","2.8844063","2.3912439","2.344296","2.7466521","2.6541879",
"Syrian Arab Republic","463","Export Diversification Index","total_theil","Value","4.7961011","4.3585653","4.9521561","4.7169766","4.0608921","4.6383924","4.3995628","4.0212455","4.2773046","4.7286563","4.7670031","4.604166","4.3995547","3.8376479","3.9215353","3.7024193","3.6311677","3.4786997","3.7864261","3.7957354","4.299324","2.0231307","2.2007658","2.2883656",
"North Macedonia, Republic of","962","Export Diversification Index","total_theil","Value","0","0","2.5506947","2.4932258","2.3623393","2.294795","2.3093715","2.5569746","2.7450595","2.773551","2.8648329","2.7575622","2.6444011","2.8261094","2.8776405","2.8026235","2.970438","2.7884679","2.7310853","2.8804274","2.9874399","2.9831874","3.0257497","3.1171408",
"Mali","678","Export Diversification Index","total_theil","Value","5.1948771","4.8566155","5.1111236","4.7102695","5.1770897","5.416996","5.2559223","5.3564634","5.2867689","4.5696244","3.7896719","4.2593865","4.9689708","5.5691299","5.0091801","4.2977004","4.7384567","4.4183526","3.7839873","4.0443749","3.9803441","4.2776127","4.3035679","4.1580229",
"Malta","181","Export Diversification Index","total_theil","Value","3.5835788","3.8510876","3.4565191","3.866214","3.9660435","3.5511749","3.5205226","3.8059556","3.8597298","4.1288924","3.9191206","4.1128159","4.0544777","4.2053571","3.9203918","3.9584904","3.8867013","3.9940965","3.8654296","3.9482076","4.1806021","4.1083713","3.9928584","3.9277291",
"Myanmar","518","Export Diversification Index","total_theil","Value","3.8804967","3.7701094","3.9139283","3.7127492","3.7520232","3.6614566","3.678782","3.5912271","3.6039312","3.7218215","3.7609541","3.7488985","3.7756717","3.8831031","3.9476075","4.1062474","4.0899949","4.2261648","4.0564904","3.9686387","3.9391837","3.9845817","3.9052639","4.530314",
"Mongolia","948","Export Diversification Index","total_theil","Value","3.290771","3.3591249","2.9465985","3.3975573","3.8560402","3.9657211","4.0931091","3.8849549","4.0160184","4.1589732","4.2222209","4.2229242","4.2129416","4.2745104","4.1460409","4.5689344","4.4881778","4.3049731","4.2980571","4.4209003","4.4869642","4.5061288","4.416532","4.6686707",
"Mozambique","688","Export Diversification Index","total_theil","Value","2.8094928","3.127367","3.6146946","3.5470276","3.662761","3.7772613","3.524591","3.795346","3.3810945","3.2155738","4.5445633","4.5716891","4.5548043","4.9321728","4.7134271","4.8907685","4.5681033","3.933229","3.9657454","4.7936974","4.4105802","4.1336708","3.9882224","3.9344122",
"French Territories: New Caledonia","839","Export Diversification Index","total_theil","Value","5.3535199","5.2193022","5.0544","5.1257954","5.1557803","5.2853889","5.1652079","4.7962403","4.7042012","5.2461658","5.1495333","4.6587558","4.879209","5.0860338","5.2521663","5.230639","5.4626245","5.1745939","5.0111499","5.4165521","5.5996933","5.3658562","5.072504","5.2894349",
"Brazil","223","Export Diversification Index","total_theil","Value","1.8702997","1.8216201","1.8027251","1.8330836","1.8555015","1.8418494","1.9119108","1.8941972","1.8590934","1.8819318","1.9144863","1.9180897","1.9093754","1.9024656","1.9380722","1.9919741","2.0398476","2.248229","2.290113","2.5023816","2.6026452","2.5704279","2.5355728","2.5630639",
"Barbados","316","Export Diversification Index","total_theil","Value","2.6106467","2.4537289","2.4128923","2.4087014","2.3102129","2.4830925","2.4003246","2.1857386","2.3586955","2.6980035","2.3294001","2.6409597","2.4613028","2.488044","2.3996358","2.192189","2.120558","1.9435099","2.5093508","2.5285041","2.423265","2.3590207","2.9777415","3.1914394",
"Peru","293","Export Diversification Index","total_theil","Value","3.1638548","3.1822867","3.1586199","3.1132274","3.0526233","3.0172329","3.0159869","2.7442906","2.8093228","2.9303279","2.8321261","2.8607378","2.805171","2.884696","2.898428","3.0994298","3.1596847","2.9769547","2.9380949","3.1339459","3.0607512","2.9895658","3.019546","2.8697693",
"Denmark","128","Export Diversification Index","total_theil","Value","1.5328749","1.546687","1.6179909","1.6364698","1.597088","1.6182986","1.5386348","1.5165939","1.5947021","1.711008","1.6940683","1.7205665","1.7210284","1.6978639","1.7478462","1.7614079","1.7209784","1.7599773","1.8102304","2.0350962","2.0142987","2.0894053","2.060292","2.0416725",
"Dominican Republic","243","Export Diversification Index","total_theil","Value","3.2243302","3.2677095","3.2808042","3.2385268","3.1820836","3.1839745","3.3094842","3.3782604","3.4127843","3.3920183","3.2420595","3.0976958","3.0152814","2.952529","2.7699511","2.6911404","2.6827791","2.4917483","2.4853265","2.5075917","2.4405477","2.4138558","2.4640849","2.4195852",
"Algeria","612","Export Diversification Index","total_theil","Value","4.6944613","4.6165252","4.6677046","4.6685171","4.6355147","4.7267656","4.6480212","4.661592","4.8288431","5.3732781","5.3548236","5.4294057","5.4618087","5.5859799","5.5482903","5.5745659","5.5921812","5.5455232","5.4019842","5.2706947","5.3563361","5.3882108","5.4234924","5.3075995",
"Ecuador","248","Export Diversification Index","total_theil","Value","4.4754205","4.4169874","4.1282697","4.0274711","4.0023322","3.838213","3.9129705","3.7768044","3.7509067","3.9661291","3.8614802","3.9455605","3.981122","4.3705349","4.2433391","4.2805133","4.1311603","4.3858995","4.0016761","3.9817336","4.0738993","4.0877237","4.2288809","4.2979889",
"St. Lucia","362","Export Diversification Index","total_theil","Value","4.7954316","4.807786","4.6917787","4.5438976","4.4229879","4.7573276","4.2694879","4.4813128","4.3792458","4.396862","3.9282422","4.2334681","4.0082459","4.0861506","3.9297366","3.8896804","3.5298109","3.9226334","4.9333763","4.1977806","5.1585083","3.8822496","3.974472","3.9306979",
"Greece","174","Export Diversification Index","total_theil","Value","2.2472777","2.2730653","1.9514824","2.0234942","2.0081503","2.0601504","1.9548161","1.9444262","2.0211349","1.9497083","1.9292372","1.9236777","1.9037427","1.8623822","1.8331537","1.8438528","1.7679571","1.7259635","1.773629","2.4905143","2.6369233","2.9862945","3.0373704","3.017451",
"Grenada","328","Export Diversification Index","total_theil","Value","3.4826071","3.6584084","3.5753701","3.4845934","3.3643668","3.4223762","3.538517","4.8298831","3.9392393","3.8610525","3.7339098","3.5848553","3.4690766","3.8925776","4.0511818","3.5548191","3.9652534","3.6578889","3.7769485","3.8491526","3.9995587","4.1249046","4.3281412","3.9279163",
"Greenland","326","Export Diversification Index","total_theil","Value","5.1857266","5.2333517","5.1089993","5.3039622","5.1867795","5.2169204","5.0593576","5.0585732","5.1141686","5.00384","5.0071521","5.1081681","5.0833178","4.9410887","4.9542756","4.83675","4.8285346","4.8372669","4.9561291","4.8160892","4.8397913","5.0757971","5.0147724","5.0916967",
"Guatemala","258","Export Diversification Index","total_theil","Value","2.8935785","3.0199106","2.8262851","2.9060464","3.0376067","2.9135606","3.0210173","2.9350908","2.8415534","2.8100924","2.8301787","2.7936859","2.823189","2.7917435","2.6635146","2.5881803","2.3997896","2.3370466","2.3818295","2.3814859","2.4198086","2.3926213","2.3190258","2.3485472",
"Paraguay","288","Export Diversification Index","total_theil","Value","3.8562267","3.5886781","3.5233719","3.2545483","3.4223542","3.4789524","3.6221709","3.6216502","3.5189564","3.4891496","3.6162872","3.5992568","3.8198617","3.6606188","3.5895047","3.2870741","3.5974736","3.70432","3.4416106","3.9771507","3.9976888","3.6615584","3.8310304","3.757314",
"French Territories: French Polynesia","887","Export Diversification Index","total_theil","Value","4.6385694","4.9041309","5.1219273","5.4842954","5.1391644","5.2895021","4.8376417","5.0534496","5.2431822","5.3094969","4.7502365","4.8217597","4.7239308","4.8601732","4.8839211","4.910028","5.0016122","4.7901912","4.5083961","4.5251927","4.3624334","4.3088722","4.286839","4.296948",
"Qatar","453","Export Diversification Index","total_theil","Value","4.9203839","4.9087272","4.7221203","4.7360868","4.7023678","4.8485308","5.0078063","4.6702604","4.7048488","4.8542891","4.6965914","4.5421667","4.5471168","4.4659381","4.7613001","4.7110872","4.742599","4.8462858","4.6495686","4.6186457","4.6756458","4.8462634","4.6726556","4.6760483",
